Category,Title,Brand,Price (INR),Rating,Review Count,Product Badge,Product URL,Image URL,Delivery Info,Discount
laptop,"Lenovo LOQ 2024, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 4050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV007GIN, 1Yr ADP Free Gaming Laptop",,,4.1 out of 5 stars,231,,,https://m.media-amazon.com/images/I/815ZvsHky7L._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"ASUS Zenbook A14,Snapdragon X,Copilot+ AI PC(Qualcomm Adreno iGPU/45TOPS/16GB/512GB/FHD+/14""/Backlit Keyboard/70WHr/Windows 11/M365 Basic(1Year)*/Office Home 2024/Iceland Gray/0.98 kg)UX3407QA-QD259WS",,,3.2 out of 5 stars,8,,,https://m.media-amazon.com/images/I/71Jyfh2nYyL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo {Smartchoice} Idea Tab Pro with Pen Plus|12.7"" 3K Display|144 Hz Refresh|12 GB RAM, 256 GB ROM| AI-Enabled| MediaTek Dimensity 8300|Quad JBL Speakers|10200 mAh Battery with 45 W Charger|WiFi 6e",,,4.4 out of 5 stars,223,,,https://m.media-amazon.com/images/I/71+IIjxsVsL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo Thinkbook 16 AMD Ryzen 7 16"" WUXGA IPS Antiglare 300 NITS Thin and Light Laptop (16GB Ram/512GB SSD/Windows 11 Home/Fpr/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA0G1IN",,,4.2 out of 5 stars,133,,,https://m.media-amazon.com/images/I/51sxGjeY3GL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Dyazo Water Resistant Laptop Sleeve/Laptop case/laptop cover with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",,,4.3 out of 5 stars,"14,611",,,https://m.media-amazon.com/images/I/81s4wKEliIL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/512 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG",,,3.4 out of 5 stars,397,,,https://m.media-amazon.com/images/I/71TpwcAN1PL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Sounce Mouse Pad Speed Type Mouse Pad with Antifray Stitched Embroidery Edges, Non-Slip Rubber Base Mousepad for Laptop PC (260mm x 210mm x 2mm) (Black)",,,4.4 out of 5 stars,"1,269",,,https://m.media-amazon.com/images/I/512kJc9mROL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0156AU",,,3.4 out of 5 stars,71,,,https://m.media-amazon.com/images/I/710mh0SzbHL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"VEBETO Educational Laptop for Kids (1 Year Warranty) w/ Mouse Games 20 Fun Computer Activity Learning Toy for 2 3 4 5 Years Boys Girls Learn Letters Words Mathematics Music Logic Memory Tool, Blue",,,4.1 out of 5 stars,"1,013",,,https://m.media-amazon.com/images/I/61U80-WECbL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo Ideapad 1 AMD Ryzen 5 5625U (16GB RAM/512GB SSD/Windows 11/Office Home 2024/15.6 Inch (39.6Cm)/FHD IPS Display/3Months Game Pass/Grey/1.6Kg), 82R4011CIN/0DIN Laptop",,,4.1 out of 5 stars,"2,046",,,https://m.media-amazon.com/images/I/814By4kEe5L._AC_UY218_.jpg,"Wed, 9 Jul",
